Writing this to a file.
NOT jumping at x:256, y:228, r:256, startY:0 collision

jumping at x:320, y:189, r:320and jumpAngle > 90 1

jumping at x:320, y:194, r:320and jumpAngle > 90 1

jumping at x:320, y:199, r:320and jumpAngle > 90 1

jumping at x:320, y:205, r:320and jumpAngle > 90 1

jumping at x:320, y:210, r:320and jumpAngle > 90 1

jumping at x:320, y:216, r:320and jumpAngle > 90 1

jumping at x:320, y:223, r:320and jumpAngle > 90 1

jumping at x:320, y:229, r:320and jumpAngle > 90 1

jumping at x:320, y:236, r:320and jumpAngle > 90 1

jumping at x:320, y:242, r:320and jumpAngle > 90 1

jumping at x:320, y:249, r:320and jumpAngle > 90 1

jumping with 180 angle at x:320, y:249, r:320
NOT jumping at x:320, y:253, r:320, startY:256
NOT jumping at x:320, y:257, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision and key up pressed
jumping at x:320, y:249, r:320
jumping at x:320, y:242, r:320
jumping at x:320, y:236, r:320
jumping at x:320, y:229, r:320
jumping at x:320, y:223, r:320
jumping at x:320, y:216, r:320
jumping at x:320, y:210, r:320
jumping at x:320, y:205, r:320
jumping at x:320, y:199, r:320
jumping at x:320, y:194, r:320
jumping at x:320, y:189, r:320
jumping at x:320, y:184, r:320
jumping at x:320, y:180, r:320
jumping at x:320, y:176, r:320
jumping at x:320, y:172, r:320
jumping at x:320, y:169, r:320
jumping at x:320, y:166, r:320
jumping at x:320, y:164, r:320
jumping at x:320, y:162, r:320
jumping at x:320, y:161, r:320
jumping at x:320, y:160, r:320
jumping at x:320, y:160, r:320
jumping at x:320, y:160, r:320and jumpAngle > 90 1

jumping at x:320, y:160, r:320and jumpAngle > 90 1

jumping at x:320, y:161, r:320and jumpAngle > 90 1

jumping at x:320, y:162, r:320and jumpAngle > 90 1

jumping at x:320, y:164, r:320and jumpAngle > 90 1

jumping at x:320, y:166, r:320and jumpAngle > 90 1

jumping at x:320, y:169, r:320and jumpAngle > 90 1

jumping at x:320, y:172, r:320and jumpAngle > 90 1

jumping at x:320, y:176, r:320and jumpAngle > 90 1

jumping at x:320, y:180, r:320and jumpAngle > 90 1

jumping at x:320, y:184, r:320and jumpAngle > 90 1

jumping at x:320, y:189, r:320and jumpAngle > 90 1

jumping at x:320, y:194, r:320and jumpAngle > 90 1

jumping at x:320, y:199, r:320and jumpAngle > 90 1

jumping at x:320, y:205, r:320and jumpAngle > 90 1

jumping at x:320, y:210, r:320and jumpAngle > 90 1

jumping at x:320, y:216, r:320and jumpAngle > 90 1

jumping at x:320, y:223, r:320and jumpAngle > 90 1

jumping at x:320, y:229, r:320and jumpAngle > 90 1

jumping at x:320, y:236, r:320and jumpAngle > 90 1

jumping at x:320, y:242, r:320and jumpAngle > 90 1

jumping at x:320, y:249, r:320and jumpAngle > 90 1

jumping with 180 angle at x:320, y:249, r:320
NOT jumping at x:320, y:253, r:320, startY:256
NOT jumping at x:320, y:257, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:320, y:260, r:320, startY:256 collision
NOT jumping at x:322, y:260, r:322, startY:256 collision
NOT jumping at x:324, y:260, r:324, startY:256 collision
NOT jumping at x:326, y:260, r:326, startY:256 collision
NOT jumping at x:328, y:260, r:328, startY:256 collision
NOT jumping at x:330, y:260, r:330, startY:256 collision
NOT jumping at x:332, y:260, r:332, startY:256 collision
NOT jumping at x:334, y:260, r:334, startY:256 collision
NOT jumping at x:336, y:260, r:336, startY:256 collision
NOT jumping at x:338, y:260, r:338, startY:256 collision
NOT jumping at x:340, y:260, r:340, startY:256 collision
NOT jumping at x:342, y:260, r:342, startY:256 collision
NOT jumping at x:344, y:260, r:344, startY:256 collision
NOT jumping at x:346, y:260, r:346, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:348, y:260, r:348, startY:256 collision
NOT jumping at x:350, y:260, r:350, startY:256 collision
NOT jumping at x:352, y:260, r:352, startY:256 collision
NOT jumping at x:354, y:260, r:354, startY:256 collision
NOT jumping at x:356, y:260, r:356, startY:256 collision
NOT jumping at x:358, y:260, r:358, startY:256 collision
NOT jumping at x:360, y:260, r:360, startY:256 collision
NOT jumping at x:362, y:260, r:362, startY:256 collision
NOT jumping at x:364, y:260, r:364, startY:256 collision
NOT jumping at x:366, y:260, r:366, startY:256 collision
NOT jumping at x:368, y:260, r:368, startY:256 collision
NOT jumping at x:370, y:260, r:370, startY:256 collision
NOT jumping at x:372, y:260, r:372, startY:256 collision
NOT jumping at x:374, y:260, r:374, startY:256 collision
NOT jumping at x:376, y:260, r:376, startY:256 collision
NOT jumping at x:378, y:260, r:378, startY:256 collision
NOT jumping at x:380, y:260, r:380, startY:256 collision
NOT jumping at x:382, y:260, r:382, startY:256 collision
NOT jumping at x:384, y:260, r:384, startY:256 collision
NOT jumping at x:386, y:260, r:386, startY:256 collision
NOT jumping at x:388, y:260, r:388, startY:256 collision
NOT jumping at x:390, y:260, r:390, startY:256 collision
NOT jumping at x:392, y:260, r:392, startY:256 collision
NOT jumping at x:394, y:260, r:394, startY:256 collision
NOT jumping at x:396, y:260, r:396, startY:256 collision
NOT jumping at x:398, y:260, r:398, startY:256 collision
NOT jumping at x:400, y:260, r:400, startY:256 collision
NOT jumping at x:402, y:260, r:402, startY:256 collision
NOT jumping at x:404, y:260, r:404, startY:256 collision
NOT jumping at x:406, y:260, r:406, startY:256 collision
NOT jumping at x:408, y:260, r:408, startY:256 collision
NOT jumping at x:410, y:260, r:410, startY:256 collision
NOT jumping at x:412, y:260, r:412, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:414, y:260, r:414, startY:256 collision
NOT jumping at x:416, y:260, r:416, startY:256 collision
NOT jumping at x:418, y:260, r:418, startY:256 collision
NOT jumping at x:420, y:260, r:420, startY:256 collision
NOT jumping at x:422, y:260, r:422, startY:256 collision
NOT jumping at x:424, y:260, r:424, startY:256 collision
NOT jumping at x:426, y:260, r:426, startY:256 collision
NOT jumping at x:428, y:260, r:428, startY:256 collision
NOT jumping at x:430, y:260, r:430, startY:256 collision
NOT jumping at x:432, y:260, r:432, startY:256 collision
NOT jumping at x:434, y:260, r:434, startY:256 collision
NOT jumping at x:436, y:260, r:436, startY:256 collision
NOT jumping at x:438, y:260, r:438, startY:256 collision
NOT jumping at x:440, y:260, r:440, startY:256 collision
NOT jumping at x:442, y:260, r:442, startY:256 collision
NOT jumping at x:444, y:260, r:444, startY:256 collision
NOT jumping at x:446, y:260, r:446, startY:256 collision
NOT jumping at x:448, y:260, r:448, startY:256 collision
NOT jumping at x:450, y:260, r:450, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision and key up pressed
jumping at x:452, y:249, r:452
jumping at x:452, y:242, r:452
jumping at x:452, y:236, r:452
jumping at x:452, y:229, r:452
jumping at x:452, y:223, r:452
jumping at x:452, y:216, r:452
jumping at x:452, y:210, r:452
jumping at x:452, y:205, r:452
jumping at x:452, y:199, r:452
jumping at x:452, y:194, r:452
jumping at x:452, y:189, r:452
jumping at x:452, y:184, r:452
jumping at x:452, y:180, r:452
jumping at x:452, y:176, r:452
jumping at x:452, y:172, r:452
jumping at x:452, y:169, r:452
jumping at x:452, y:166, r:452
jumping at x:452, y:164, r:452
jumping at x:452, y:162, r:452
jumping at x:452, y:161, r:452
jumping at x:452, y:160, r:452
jumping at x:452, y:160, r:452
jumping at x:452, y:160, r:452and jumpAngle > 90 1

jumping at x:452, y:160, r:452and jumpAngle > 90 1

jumping at x:452, y:161, r:452and jumpAngle > 90 1

jumping at x:452, y:162, r:452and jumpAngle > 90 1

jumping at x:452, y:164, r:452and jumpAngle > 90 1

jumping at x:452, y:166, r:452and jumpAngle > 90 1

jumping at x:452, y:169, r:452and jumpAngle > 90 1

jumping at x:452, y:172, r:452and jumpAngle > 90 1

jumping at x:452, y:176, r:452and jumpAngle > 90 1

jumping at x:452, y:180, r:452and jumpAngle > 90 1

jumping at x:452, y:184, r:452and jumpAngle > 90 1

jumping at x:452, y:189, r:452and jumpAngle > 90 1

jumping at x:452, y:194, r:452and jumpAngle > 90 1

jumping at x:452, y:199, r:452and jumpAngle > 90 1

jumping at x:452, y:205, r:452and jumpAngle > 90 1

jumping at x:452, y:210, r:452and jumpAngle > 90 1

jumping at x:452, y:216, r:452and jumpAngle > 90 1

jumping at x:452, y:223, r:452and jumpAngle > 90 1

jumping at x:452, y:229, r:452and jumpAngle > 90 1

jumping at x:452, y:236, r:452and jumpAngle > 90 1

jumping at x:452, y:242, r:452and jumpAngle > 90 1

jumping at x:452, y:249, r:452and jumpAngle > 90 1

jumping with 180 angle at x:452, y:249, r:452
NOT jumping at x:452, y:253, r:452, startY:256
NOT jumping at x:452, y:257, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision and key up pressed
jumping at x:452, y:249, r:452
jumping at x:452, y:242, r:452
jumping at x:452, y:236, r:452
jumping at x:452, y:229, r:452
jumping at x:452, y:223, r:452
jumping at x:452, y:216, r:452
jumping at x:452, y:210, r:452
jumping at x:452, y:205, r:452
jumping at x:452, y:199, r:452
jumping at x:452, y:194, r:452
jumping at x:452, y:189, r:452
jumping at x:452, y:184, r:452
jumping at x:452, y:180, r:452
jumping at x:452, y:176, r:452
jumping at x:452, y:172, r:452
jumping at x:452, y:169, r:452
jumping at x:452, y:166, r:452
jumping at x:452, y:164, r:452
jumping at x:452, y:162, r:452
jumping at x:452, y:161, r:452
jumping at x:452, y:160, r:452
jumping at x:452, y:160, r:452
jumping at x:452, y:160, r:452and jumpAngle > 90 1

jumping at x:452, y:160, r:452and jumpAngle > 90 1

jumping at x:452, y:161, r:452and jumpAngle > 90 1

jumping at x:452, y:162, r:452and jumpAngle > 90 1

jumping at x:452, y:164, r:452and jumpAngle > 90 1

jumping at x:452, y:166, r:452and jumpAngle > 90 1

jumping at x:452, y:169, r:452and jumpAngle > 90 1

jumping at x:452, y:172, r:452and jumpAngle > 90 1

jumping at x:452, y:176, r:452and jumpAngle > 90 1

jumping at x:452, y:180, r:452and jumpAngle > 90 1

jumping at x:452, y:184, r:452and jumpAngle > 90 1

jumping at x:452, y:189, r:452and jumpAngle > 90 1

jumping at x:452, y:194, r:452and jumpAngle > 90 1

jumping at x:452, y:199, r:452and jumpAngle > 90 1

jumping at x:452, y:205, r:452and jumpAngle > 90 1

jumping at x:452, y:210, r:452and jumpAngle > 90 1

jumping at x:452, y:216, r:452and jumpAngle > 90 1

jumping at x:452, y:223, r:452and jumpAngle > 90 1

jumping at x:452, y:229, r:452and jumpAngle > 90 1

jumping at x:452, y:236, r:452and jumpAngle > 90 1

jumping at x:452, y:242, r:452and jumpAngle > 90 1

jumping at x:452, y:249, r:452and jumpAngle > 90 1

jumping with 180 angle at x:452, y:249, r:452
NOT jumping at x:452, y:253, r:452, startY:256
NOT jumping at x:452, y:257, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:452, y:260, r:452, startY:256 collision
NOT jumping at x:454, y:260, r:454, startY:256 collision
NOT jumping at x:456, y:260, r:456, startY:256 collision
NOT jumping at x:458, y:260, r:458, startY:256 collision
NOT jumping at x:460, y:260, r:460, startY:256 collision
NOT jumping at x:462, y:260, r:462, startY:256 collision
NOT jumping at x:464, y:260, r:464, startY:256 collision
NOT jumping at x:466, y:260, r:466, startY:256 collision
NOT jumping at x:468, y:260, r:468, startY:256 collision
NOT jumping at x:470, y:260, r:470, startY:256 collision
NOT jumping at x:472, y:260, r:472, startY:256 collision
NOT jumping at x:472, y:260, r:472, startY:256 collision and key up pressed
jumping at x:472, y:249, r:472
jumping at x:472, y:242, r:472
jumping at x:472, y:236, r:472
jumping at x:472, y:229, r:472
jumping at x:472, y:223, r:472
jumping at x:472, y:216, r:472
jumping at x:472, y:210, r:472
jumping at x:472, y:205, r:472
jumping at x:472, y:199, r:472
jumping at x:472, y:194, r:472
jumping at x:472, y:189, r:472
jumping at x:472, y:184, r:472
